epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
21,0.71875,0.863095223903656,9.999999747378752e-05,0.4715951085090637,0.7272727489471436,0.5714285969734192,0.8104166388511658,0.9373164176940918,0.3775416314601898,0.6978723406791687,0.8913043737411499
22,0.844953179359436,0.9193853139877319,9.999999747378752e-05,0.36431121826171875,0.7852604985237122,0.827309250831604,0.8104166388511658,0.939382016658783,0.3811507225036621,0.6913580298423767,0.9130434989929199
23,0.90625,0.9574898481369019,9.999999747378752e-05,0.2929692268371582,0.8571428656578064,0.9230769276618958,0.8104166388511658,0.9394646286964417,0.3817217946052551,0.6913580298423767,0.9130434989929199
24,0.8439126014709473,0.92084139585495,9.999999747378752e-05,0.3627646863460541,0.7804266214370728,0.8326640129089355,0.824999988079071,0.9417597055435181,0.3645015358924866,0.717391312122345,0.89673912525177
25,0.8125,0.862348198890686,9.999999747378752e-05,0.4516472816467285,0.7333333492279053,0.8461538553237915,0.824999988079071,0.9417964220046997,0.3644690215587616,0.717391312122345,0.89673912525177
26,0.8537981510162354,0.9298641085624695,9.999999747378752e-05,0.3413102328777313,0.7886792421340942,0.8472973108291626,0.824999988079071,0.9443026781082153,0.35169288516044617,0.717391312122345,0.89673912525177
27,0.875,0.9375,9.999999747378752e-05,0.3840491771697998,0.8999999761581421,0.8999999761581421,0.8229166865348816,0.9442751407623291,0.3510574996471405,0.7161571979522705,0.8913043737411499
28,0.8522372245788574,0.9270338416099548,9.999999747378752e-05,0.3475610315799713,0.7893432378768921,0.8482024073600769,0.8333333134651184,0.945743978023529,0.35921838879585266,0.7166666388511658,0.9347826242446899
29,0.90625,0.9685990810394287,9.999999747378752e-05,0.25031983852386475,0.800000011920929,0.8888888955116272,0.8333333134651184,0.9457256197929382,0.35809841752052307,0.7166666388511658,0.9347826242446899
30,0.8647242188453674,0.9372793436050415,9.999999747378752e-05,0.3255171775817871,0.8037499785423279,0.8619303107261658,0.84375,0.9476168155670166,0.3385874629020691,0.7379912734031677,0.91847825050354
31,0.75,0.8571428656578064,9.999999747378752e-05,0.5217074155807495,0.7142857313156128,0.7142857313156128,0.84375,0.9477361440658569,0.33886003494262695,0.7379912734031677,0.91847825050354
32,0.8688865900039673,0.9380205869674683,9.999999747378752e-05,0.32241079211235046,0.8107098340988159,0.8668442368507385,0.8479166626930237,0.9491315484046936,0.33811134099960327,0.7402597665786743,0.929347813129425
33,0.84375,0.932367205619812,9.999999747378752e-05,0.2983696758747101,0.699999988079071,0.7777777910232544,0.8479166626930237,0.9492142200469971,0.33751246333122253,0.7402597665786743,0.929347813129425
34,0.8683663010597229,0.9375399947166443,9.999999747378752e-05,0.32244548201560974,0.810606062412262,0.8617449402809143,0.84375,0.9498108625411987,0.35486146807670593,0.726141095161438,0.9510869383811951
35,0.78125,0.8823529481887817,9.999999747378752e-05,0.41318342089653015,0.75,0.800000011920929,0.84375,0.9498292803764343,0.35436445474624634,0.726141095161438,0.9510869383811951
36,0.8709677457809448,0.9413572549819946,9.999999747378752e-05,0.31332927942276,0.8138957619667053,0.8700265288352966,0.8458333611488342,0.9510776996612549,0.33979472517967224,0.7330508232116699,0.9402173757553101
37,0.9375,0.9551281929016113,9.999999747378752e-05,0.3097291886806488,0.75,1.0,0.8500000238418579,0.9512705206871033,0.3385846018791199,0.7393162250518799,0.9402173757553101
38,0.864203929901123,0.9389644265174866,9.999999747378752e-05,0.31778818368911743,0.8108108043670654,0.8467742204666138,0.8479166626930237,0.9522987604141235,0.34513503313064575,0.7302904725074768,0.95652174949646
39,0.84375,0.818359375,4.999999873689376e-05,0.5196050405502319,0.9230769276618958,0.75,0.8479166626930237,0.9522895812988281,0.3449368476867676,0.7302904725074768,0.95652174949646
40,0.8709677457809448,0.938112199306488,4.999999873689376e-05,0.31833988428115845,0.8154234886169434,0.8634538054466248,0.8479166626930237,0.9530056715011597,0.3474171459674835,0.7302904725074768,0.95652174949646
41,0.875,0.8663966655731201,4.999999873689376e-05,0.5033652782440186,0.9090909361839294,0.7692307829856873,0.8479166626930237,0.953097403049469,0.34760376811027527,0.7302904725074768,0.95652174949646
42,0.8730489015579224,0.9456127285957336,4.999999873689376e-05,0.30260607600212097,0.8147684335708618,0.8714859485626221,0.8520833253860474,0.9541623592376709,0.3319859206676483,0.7404255270957947,0.945652186870575
43,0.75,0.9493927359580994,4.999999873689376e-05,0.3561128079891205,0.6190476417541504,1.0,0.8541666865348816,0.9542816877365112,0.3312378525733948,0.7435897588729858,0.945652186870575
44,0.8714880347251892,0.9440068006515503,4.999999873689376e-05,0.3086640238761902,0.8228498101234436,0.8546666502952576,0.8500000238418579,0.9546489715576172,0.3408220112323761,0.7333333492279053,0.95652174949646
45,0.84375,0.906818151473999,4.999999873689376e-05,0.37987184524536133,0.692307710647583,0.8999999761581421,0.8500000238418579,0.9545387625694275,0.3403738737106323,0.7333333492279053,0.95652174949646
46,0.8735691905021667,0.9435803890228271,4.999999873689376e-05,0.30477723479270935,0.818411111831665,0.8676470518112183,0.8500000238418579,0.9548691511154175,0.3408750891685486,0.7333333492279053,0.95652174949646
47,0.78125,0.875,4.999999873689376e-05,0.4067910313606262,0.692307710647583,0.75,0.8500000238418579,0.95482337474823,0.3410225212574005,0.7333333492279053,0.95652174949646
48,0.8704474568367004,0.9400461316108704,4.999999873689376e-05,0.31202611327171326,0.8150510191917419,0.8600268959999084,0.8500000238418579,0.955227255821228,0.33356979489326477,0.7352941036224365,0.9510869383811951
49,0.875,0.9215685725212097,2.499999936844688e-05,0.3137343227863312,0.8421052694320679,0.9411764740943909,0.8500000238418579,0.9552180767059326,0.33327919244766235,0.7352941036224365,0.9510869383811951
